key,item_id,rarity,name,category,image_num,color,brand,type,like,outfit_id,series_name,collection_term
pch_01,PCH1-01,KR,スイートハニーキラッとワンピ,ワンピース,70000,ピンク,スイートハニー,ラブリー,1900,1-01,第1弾,
pch_02,PCH1-02,KR,スイートハニーキラッとシューズ,シューズ,70001,ピンク,スイートハニー,ラブリー,900,1-01,第1弾,
pch_03,PCH1-03,KR,スイートハニーキラッとヘアアクセ,ヘアアクセ,70002,水色,スイートハニー,ラブリー,900,1-01,第1弾,
pch_04,PCH1-04,PR,フラワーショップフリージアトップス,トップス,70003,黄,スイートハニー,ラブリー,850,1-02,第1弾,
pch_05,PCH1-05,PR,フラワーショップフリージアスカート,ボトムス,70004,黄,スイートハニー,ラブリー,800,1-02,第1弾,
pch_06,PCH1-06,PR,フラワーショップフリージアシューズ,シューズ,70005,黄,スイートハニー,ラブリー,750,1-02,第1弾,
pch_07,PCH1-07,PR,フラワーショップフリージアヘアアクセ,ヘアアクセ,70006,黄,スイートハニー,ラブリー,750,1-02,第1弾,
pch_08,PCH1-08,PR,フラワーショップブルースタートップス,トップス,70007,水色,スイートハニー,ラブリー,850,1-03,第1弾,
pch_09,PCH1-09,PR,フラワーショップブルースタースカート,ボトムス,70008,水色,スイートハニー,ラブリー,800,1-03,第1弾,
pch_10,PCH1-10,PR,フラワーショップブルースターシューズ,シューズ,70009,水色,スイートハニー,ラブリー,750,1-03,第1弾,
pch_11,PCH1-11,PR,フラワーショップブルースターヘアアクセ,ヘアアクセ,70010,水色,スイートハニー,ラブリー,750,1-03,第1弾,
pch_12,PCH1-12,PR,チアリーダーグリーントップス,トップス,70011,緑,ガールズエール,ポップ,750,1-04,第1弾,
pch_13,PCH1-13,PR,チアリーダーグリーンスカート,ボトムス,70012,緑,ガールズエール,ポップ,850,1-04,第1弾,
pch_14,PCH1-14,PR,チアリーダーグリーンシューズ,シューズ,70013,青,ガールズエール,ポップ,800,1-04,第1弾,
pch_15,PCH1-15,PR,チアリーダーグリーンヘアアクセ,ヘアアクセ,70014,緑,ガールズエール,ポップ,750,1-04,第1弾,
pch_16,PCH1-16,SR,ギンガムハートスカイブルートップス,トップス,70015,水色,スイートハニー,ラブリー,700,1-05,第1弾,
pch_17,PCH1-17,SR,ギンガムハートスカイブルースカート,ボトムス,70016,水色,スイートハニー,ラブリー,650,1-05,第1弾,
pch_18,PCH1-18,SR,ギンガムハートスカイブルーシューズ,シューズ,70017,水色,スイートハニー,ラブリー,600,1-05,第1弾,
pch_19,PCH1-19,SR,ギンガムハートスカイブルーヘアアクセ,ヘアアクセ,70018,水色,スイートハニー,ラブリー,600,1-05,第1弾,
pch_20,PCH1-20,SR,アイスクリームミントワンピ,ワンピース,70063,緑,スイートハニー,ラブリー,1200,1-06,第1弾,
pch_21,PCH1-21,SR,アイスクリームミントシューズ,シューズ,70064,緑,スイートハニー,ラブリー,600,1-06,第1弾,
pch_22,PCH1-22,SR,アイスクリームミントヘアアクセ,ヘアアクセ,70065,緑,スイートハニー,ラブリー,600,1-06,第1弾,
pch_23,PCH1-23,SR,ポップコーンショップレッドトップス,トップス,70023,赤,ガールズエール,ポップ,650,1-07,第1弾,
pch_24,PCH1-24,SR,ポップコーンショップレッドパンツ,ボトムス,70024,赤,ガールズエール,ポップ,700,1-07,第1弾,
pch_25,PCH1-25,SR,ポップコーンショップレッドシューズ,シューズ,70025,赤,ガールズエール,ポップ,600,1-07,第1弾,
pch_26,PCH1-26,SR,ポップコーンショップレッドヘアアクセ,ヘアアクセ,70026,赤,ガールズエール,ポップ,600,1-07,第1弾,
pch_27,PCH1-27,SR,バルーンホワイトデニムサロペット,ワンピース,27977,白,ガールズエール,ポップ,1200,1-08,第1弾,
pch_28,PCH1-28,SR,バルーンホワイトデニムシューズ,シューズ,27978,赤,ガールズエール,ポップ,600,1-08,第1弾,
pch_29,PCH1-29,SR,バルーンホワイトデニムヘアアクセ,ヘアアクセ,27979,赤,ガールズエール,ポップ,600,1-08,第1弾,
pch_30,PCH1-30,R,プリ☆チャンユニフォームピンクトップス,トップス,70027,ピンク,プリズムストーン,ラブリー,550,1-09,第1弾,
pch_31,PCH1-31,R,プリ☆チャンユニフォームピンクスカート,ボトムス,70028,ピンク,プリズムストーン,ラブリー,500,1-09,第1弾,
pch_32,PCH1-32,R,プリ☆チャンユニフォームピンクシューズ,シューズ,70029,ピンク,プリズムストーン,ラブリー,450,1-09,第1弾,
pch_33,PCH1-33,R,プリ☆チャンユニフォームピンクヘアアクセ,ヘアアクセ,70030,ピンク,プリズムストーン,ラブリー,450,1-09,第1弾,
pch_34,PCH1-34,R,プリ☆チャンユニフォームイエロートップス,トップス,70031,黄,プリズムストーン,ポップ,550,1-10,第1弾,
pch_35,PCH1-35,R,プリ☆チャンユニフォームイエロースカート,ボトムス,70032,黄,プリズムストーン,ポップ,500,1-10,第1弾,
pch_36,PCH1-36,R,プリ☆チャンユニフォームイエローシューズ,シューズ,70033,黄,プリズムストーン,ポップ,450,1-10,第1弾,
pch_37,PCH1-37,R,プリ☆チャンユニフォームイエローヘアアクセ,ヘアアクセ,70034,黄,プリズムストーン,ポップ,450,1-10,第1弾,
pch_38,PCH1-38,R,スプリングリボンワンピ,ワンピース,70035,黄,スイートハニー,ラブリー,900,1-11,第1弾,
pch_39,PCH1-39,R,スプリングリボンパンプス,シューズ,70036,水色,スイートハニー,ラブリー,450,1-11,第1弾,
pch_40,PCH1-40,R,ポップスターブルーTシャツ,トップス,70040,青,ガールズエール,ポップ,450,1-12,第1弾,
pch_41,PCH1-41,R,ポップスターイエローキャップスカート,ボトムス,70041,黒,ガールズエール,ポップ,550,1-12,第1弾,
pch_42,PCH1-42,R,ポップスターブルースニーカー,シューズ,70042,白,ガールズエール,ポップ,500,1-12,第1弾,
pch_43,PCH1-43,R,グレンチェックビスチェ,トップス,70037,茶,スイートハニー,ラブリー,550,1-13,第1弾,
pch_44,PCH1-44,R,グレンチェックボトムス,ボトムス,70038,茶,スイートハニー,ラブリー,450,1-13,第1弾,
pch_45,PCH1-45,R,グレンチェックシューズ,シューズ,70039,茶,スイートハニー,ラブリー,500,1-13,第1弾,
pch_46,PCH1-46,R,ビビッドアルファベットパーカ,トップス,70043,白,ガールズエール,ポップ,550,1-14,第1弾,
pch_47,PCH1-47,R,ビビッドラメボトムス,ボトムス,70044,ピンク,ガールズエール,ポップ,500,1-14,第1弾,
pch_48,PCH1-48,R,ビビッドアルファベットスニーカー,シューズ,70045,白,ガールズエール,ポップ,450,1-14,第1弾,
pch_49,PCH1-49,N,フルレースラベンダートップス,トップス,70051,紫,スイートハニー,ラブリー,300,1-15,第1弾,
pch_50,PCH1-50,N,フルレースラベンダースカート,ボトムス,70052,紫,スイートハニー,ラブリー,350,1-15,第1弾,
pch_51,PCH1-51,N,フルレースラベンダーシューズ,シューズ,70053,紫,スイートハニー,ラブリー,400,1-15,第1弾,
pch_52,PCH1-52,N,クリームソーダトップス,トップス,70054,緑,スイートハニー,ラブリー,350,1-16,第1弾,
pch_53,PCH1-53,N,クリームソーダボトムス,ボトムス,70055,緑,スイートハニー,ラブリー,400,1-16,第1弾,
pch_54,PCH1-54,N,クリームソーダシューズ,シューズ,70056,緑,スイートハニー,ラブリー,300,1-16,第1弾,
pch_55,PCH1-55,N,ダンシングマーチトップス,トップス,70057,赤,ガールズエール,ポップ,400,1-17,第1弾,
pch_56,PCH1-56,N,ダンシングマーチボトムス,ボトムス,70058,赤,ガールズエール,ポップ,350,1-17,第1弾,
pch_57,PCH1-57,N,ダンシングマーチシューズ,シューズ,70059,赤,ガールズエール,ポップ,300,1-17,第1弾,
pch_58,PCH1-58,N,スイートドーナツブラウス,トップス,70060,茶,スイートハニー,ラブリー,400,1-18,第1弾,
