key,item_id,rarity,name,category,image_num,color,brand,type,like,outfit_id,series_name,collection_term
p_037,P-037,KR,クールメルティックスターグループキラッとシューズ,シューズ,28310,白,ユニバースクイーン,クール,900,5-27,第5弾1月チャンネル限定,
pch5_01,PCH5-01,KR,プレシャスミューズキラッとワンピ,ワンピース,70500,白,プレシャスミューズ,プレミアム,1900,5-1,第5弾12月チャンネル限定,
pch5_02,PCH5-02,KR,プレシャスミューズキラッとシューズ,シューズ,70501,白,プレシャスミューズ,プレミアム,900,5-1,第5弾12月チャンネル限定,
pch5_03,PCH5-03,KR,プレシャスミューズキラッとヘアアクセ,ヘアアクセ,70502,白,プレシャスミューズ,プレミアム,900,5-1,第5弾12月チャンネル限定,
pch5_04,PCH5-04,PR,シャイニースターホワイトトップス,トップス,70503,白,プレシャスミューズ,プレミアム,850,5-2,第5弾12月チャンネル限定,
pch5_05,PCH5-05,PR,シャイニースターホワイトスカート,ボトムス,70504,白,プレシャスミューズ,プレミアム,800,5-2,第5弾12月チャンネル限定,
pch5_06,PCH5-06,PR,シャイニースターホワイトシューズ,シューズ,70505,白,プレシャスミューズ,プレミアム,750,5-2,第5弾12月チャンネル限定,
pch5_07,PCH5-07,PR,シャイニースターホワイトヘアアクセ,ヘアアクセ,70506,ゴールド,プレシャスミューズ,プレミアム,750,5-2,第5弾12月チャンネル限定,
pch5_08,PCH5-08,PR,プリティーリボンビビッドピンクトップス,トップス,70507,ピンク,スイートハニー,ラブリー,800,5-3,第5弾12月チャンネル限定,
pch5_09,PCH5-09,PR,プリティーリボンビビッドピンクスカート,ボトムス,70508,ピンク,スイートハニー,ラブリー,750,5-3,第5弾12月チャンネル限定,
pch5_10,PCH5-10,PR,プリティーリボンビビッドピンクシューズ,シューズ,70509,ピンク,スイートハニー,ラブリー,850,5-3,第5弾12月チャンネル限定,
pch5_11,PCH5-11,PR,プリティーリボンビビッドピンクヘアアクセ,ヘアアクセ,70510,ピンク,スイートハニー,ラブリー,750,5-3,第5弾12月チャンネル限定,
pch5_12,PCH5-12,SR,プリティーリボンビビッドブルートップス,トップス,70511,青,ガールズエール,ポップ,700,5-4,第5弾12月チャンネル限定,
pch5_13,PCH5-13,SR,プリティーリボンビビッドブルースカート,ボトムス,70512,青,ガールズエール,ポップ,600,5-4,第5弾12月チャンネル限定,
pch5_14,PCH5-14,SR,プリティーリボンビビッドブルーシューズ,シューズ,70513,青,ガールズエール,ポップ,650,5-4,第5弾12月チャンネル限定,
pch5_15,PCH5-15,SR,プリティーリボンビビッドブルーヘアアクセ,ヘアアクセ,70514,青,ガールズエール,ポップ,600,5-4,第5弾12月チャンネル限定,
pch5_16,PCH5-16,SR,プリティーリボンビビッドグリーントップス,トップス,70515,緑,シークレットアリス,クール,600,5-5,第5弾12月チャンネル限定,
pch5_17,PCH5-17,SR,プリティーリボンビビッドグリーンスカート,ボトムス,70516,緑,シークレットアリス,クール,700,5-5,第5弾12月チャンネル限定,
pch5_18,PCH5-18,SR,プリティーリボンビビッドグリーンシューズ,シューズ,70517,緑,シークレットアリス,クール,650,5-5,第5弾12月チャンネル限定,
pch5_19,PCH5-19,SR,プリティーリボンビビッドグリーンヘアアクセ,ヘアアクセ,70518,緑,シークレットアリス,クール,600,5-5,第5弾12月チャンネル限定,
pch5_20,PCH5-20,SR,クラシックヴァイオリン,パシャッとアイテム,70519,茶,プレシャスミューズ,プレミアム,600,5-PI,第5弾12月チャンネル限定,
pch5_21,PCH5-21,R,エレガントパーティーブルートップス,トップス,70524,白,プレシャスミューズ,プレミアム,550,5-7,第5弾12月チャンネル・1月チャンネル共通,
pch5_22,PCH5-22,R,エレガントパーティーブルースカート,ボトムス,70525,白,プレシャスミューズ,プレミアム,500,5-7,第5弾12月チャンネル・1月チャンネル共通,
pch5_23,PCH5-23,R,エレガントパーティーブルーシューズ,シューズ,70526,白,プレシャスミューズ,プレミアム,450,5-7,第5弾12月チャンネル・1月チャンネル共通,
pch5_24,PCH5-24,R,エレガントパーティーブルーヘアアクセ,ヘアアクセ,70527,白,プレシャスミューズ,プレミアム,450,5-7,第5弾12月チャンネル・1月チャンネル共通,
pch5_25,PCH5-25,R,ボリュームファーピンクトップス,トップス,70535,ピンク,プレシャスミューズ,プレミアム,500,5-8,第5弾12月チャンネル・1月チャンネル共通,
pch5_26,PCH5-26,R,ボリュームファーパープルスカート,ボトムス,70536,紫,プレシャスミューズ,プレミアム,450,5-8,第5弾12月チャンネル・1月チャンネル共通,
pch5_27,PCH5-27,R,ボリュームファーピンクシューズ,シューズ,70537,ピンク,プレシャスミューズ,プレミアム,550,5-8,第5弾12月チャンネル・1月チャンネル共通,
pch5_28,PCH5-28,R,ボリュームファーピンクヘアアクセ,ヘアアクセ,70538,ピンク,プレシャスミューズ,プレミアム,450,5-8,第5弾12月チャンネル・1月チャンネル共通,
pch5_29,PCH5-29,R,クロックモダンモスグリーントップス,トップス,70528,緑,シークレットアリス,クール,450,5-9,第5弾12月チャンネル・1月チャンネル共通,
pch5_30,PCH5-30,R,クロックモダンモスグリーンスカート,ボトムス,70529,緑,シークレットアリス,クール,550,5-9,第5弾12月チャンネル・1月チャンネル共通,
pch5_31,PCH5-31,R,クロックモダンモスグリーンシューズ,シューズ,70530,黒,シークレットアリス,クール,500,5-9,第5弾12月チャンネル・1月チャンネル共通,
pch5_32,PCH5-32,R,クロックモダンモスグリーンヘアアクセ,ヘアアクセ,70531,黒,シークレットアリス,クール,450,5-9,第5弾12月チャンネル・1月チャンネル共通,
pch5_33,PCH5-33,R,ローズ＆レースゴールドワンピ,ワンピース,70532,ゴールド,プレシャスミューズ,プレミアム,900,5-10,第5弾12月チャンネル・1月チャンネル共通,
pch5_34,PCH5-34,R,ローズ＆レースゴールドシューズ,シューズ,70533,ゴールド,プレシャスミューズ,プレミアム,450,5-10,第5弾12月チャンネル・1月チャンネル共通,
pch5_35,PCH5-35,R,ローズ＆レースゴールドヘアアクセ,ヘアアクセ,70534,ピンク,プレシャスミューズ,プレミアム,450,5-10,第5弾12月チャンネル・1月チャンネル共通,
pch5_36,PCH5-36,N,チェッカーガールネイビートップス,トップス,70539,青,ガールズエール,ポップ,400,5-11,第5弾12月チャンネル・1月チャンネル共通,
pch5_37,PCH5-37,N,チェッカーガールネイビースカート,ボトムス,70540,青,ガールズエール,ポップ,350,5-11,第5弾12月チャンネル・1月チャンネル共通,
pch5_38,PCH5-38,N,チェッカーガールネイビーシューズ,シューズ,70541,青,ガールズエール,ポップ,300,5-11,第5弾12月チャンネル・1月チャンネル共通,
pch5_39,PCH5-39,N,チェッカーガールネイビーヘアアクセ,ヘアアクセ,70542,青,ガールズエール,ポップ,300,5-11,第5弾12月チャンネル・1月チャンネル共通,
pch5_40,PCH5-40,N,チェッカーガールブラウントップス,トップス,70543,茶,ガールズエール,ポップ,400,5-12,第5弾12月チャンネル・1月チャンネル共通,
pch5_41,PCH5-41,N,チェッカーガールブラウンスカート,ボトムス,70544,茶,ガールズエール,ポップ,350,5-12,第5弾12月チャンネル・1月チャンネル共通,
pch5_42,PCH5-42,N,チェッカーガールブラウンシューズ,シューズ,70545,茶,ガールズエール,ポップ,300,5-12,第5弾12月チャンネル・1月チャンネル共通,
pch5_43,PCH5-43,N,チェッカーガールブラウンヘアアクセ,ヘアアクセ,70546,茶,ガールズエール,ポップ,300,5-12,第5弾12月チャンネル・1月チャンネル共通,
pch5_44,PCH5-44,N,ハッピークッキースカイブルートップス,トップス,70547,水色,スイートハニー,ラブリー,300,5-13,第5弾12月チャンネル・1月チャンネル共通,
pch5_45,PCH5-45,N,ハッピークッキースカイブルースカート,ボトムス,70548,水色,スイートハニー,ラブリー,400,5-13,第5弾12月チャンネル・1月チャンネル共通,
pch5_46,PCH5-46,N,ハッピークッキースカイブルーシューズ,シューズ,70549,水色,スイートハニー,ラブリー,350,5-13,第5弾12月チャンネル・1月チャンネル共通,
pch5_47,PCH5-47,N,ハッピークッキースカイブルーヘアアクセ,ヘアアクセ,70550,水色,スイートハニー,ラブリー,300,5-13,第5弾12月チャンネル・1月チャンネル共通,
pch5_48,PCH5-48,N,ホワイトニットウィンタートップス,トップス,70551,白,スイートハニー,ラブリー,350,5-14,第5弾12月チャンネル・1月チャンネル共通,
pch5_49,PCH5-49,N,ふんわりデニムウィンタースカート,ボトムス,70552,水色,スイートハニー,ラブリー,300,5-14,第5弾12月チャンネル・1月チャンネル共通,
pch5_50,PCH5-50,N,もこもこウィンターブーツ,シューズ,70553,ピンク,スイートハニー,ラブリー,400,5-14,第5弾12月チャンネル・1月チャンネル共通,
pch5_51,PCH5-51,N,ふんわりリボンウィンターヘアアクセ,ヘアアクセ,70554,白,スイートハニー,ラブリー,300,5-14,第5弾12月チャンネル・1月チャンネル共通,
pch5_52,PCH5-52,R,きらきらピンクネイル,パシャッとアイテム,70555,ピンク,スイートハニー,ラブリー,450,5-PI,第5弾12月チャンネル・1月チャンネル共通,
pch5_53,PCH5-53,R,ビッグ☆ベア,パシャッとアイテム,70556,茶,ドーリーワルツ,ラブリー,450,5-PI,第5弾12月チャンネル・1月チャンネル共通,
pch5_54,PCH5-54,R,デリシャスナイフ&フォーク,パシャッとアイテム,70557,シルバー,プレシャスミューズ,プレミアム,450,5-PI,第5弾12月チャンネル・1月チャンネル共通,
pch5_55,PCH5-55,SR,クリスマスサンタレッドトップス,トップス,70558,赤,スイートハニー,ラブリー,700,5-15,第5弾12月チャンネル・1月チャンネル共通,
